,img_1,img_2,similarity
1518,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_548_372-18_943-18_Biopsy_ER_HnE_40X_cropped_58497_70232_6578.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
1519,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_548_372-18_943-18_Biopsy_ER_HnE_40X_cropped_58497_70232_6578.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23754_23754_4921.tif,0
1520,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_549_642-18_3261-17B_Biopsy_ER_HnE_40X_cropped_27300_92859_7358.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_29365_29365_18557.tif,0
1521,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_549_642-18_3261-17B_Biopsy_ER_HnE_40X_cropped_27300_92859_7358.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_15728_31456_11551.tif,0
1522,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_20799_41599_11007.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10498_10498_3197.tif,0
1523,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_20799_41599_11007.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_12829_25659_1851.tif,0
1524,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_20921_41842_7610.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10087_5043_2311.tif,0
1525,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_20921_41842_7610.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_58_136-12_1180-08-A-D_Biopsy_TNBC_HnE_40X_cropped_16932_47534_18963.tif,0
1526,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_25380_50761_18108.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
1527,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_25380_50761_18108.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_12262_24524_18657.tif,0
1528,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_26362_52725_15935.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6568_6568_13748.tif,0
1529,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_26362_52725_15935.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_8674_8674_10654.tif,0
1530,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_27693_55387_11070.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_33831_33831_1915.tif,0
1531,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_27693_55387_11070.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_24701_24701_1962.tif,0
1532,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_30391_60783_10168.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_517_141-18_20-18-A_Biopsy_TNBC_HnE_40X_cropped_16199_20781_7928.tif,0
1533,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_602_749-18_2161-18_Biopsy_TNBC_HnE_40X_cropped_30391_60783_10168.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_33831_33831_1915.tif,0
1534,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_18629_18629_12132.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_546_639-18_1833-18_Biopsy_ER_HnE_40X_cropped_6521_13042_16409.tif,0
1535,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_18629_18629_12132.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10498_10498_3197.tif,0
1536,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_22828_22828_6656.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10118_5059_19221.tif,0
1537,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_22828_22828_6656.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
1538,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_23151_23151_1485.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_58_136-12_1180-08-A-D_Biopsy_TNBC_HnE_40X_cropped_16932_47534_18963.tif,0
1539,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_23151_23151_1485.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10118_5059_19221.tif,0
1540,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_23592_23592_1280.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_20831_30077_7827.tif,0
1541,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_23592_23592_1280.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_19416_19416_7331.tif,0
1542,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_23783_23783_350.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_24701_24701_1962.tif,0
1543,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_605_632-18_1802-18_Biopsy_TNBC_HnE_40X_cropped_23783_23783_350.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10087_5043_2311.tif,0
1544,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_10252_20504_9334.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_546_639-18_1833-18_Biopsy_ER_HnE_40X_cropped_6521_13042_16409.tif,0
1545,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_10252_20504_9334.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_21554_27569_8865.tif,0
1546,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_10296_20592_1233.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10498_10498_3197.tif,0
1547,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_10296_20592_1233.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_33831_33831_1915.tif,0
1548,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_20355_5605_16910.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_517_141-18_20-18-A_Biopsy_TNBC_HnE_40X_cropped_16199_20781_7928.tif,0
1549,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_20355_5605_16910.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6568_6568_13748.tif,0
1550,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_5014_10028_10433.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_517_141-18_20-18-A_Biopsy_TNBC_HnE_40X_cropped_18757_19517_15954.tif,0
1551,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_92_219-16_1835-16-A_Biopsy_ER_HnE_40X_cropped_5014_10028_10433.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_656_101-19_341-19A_Biopsy_TNBC_HnE_40X_cropped_41952_83905_13629.tif,0
1552,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_97_800-15_G-15-4175-A_Biopsy_ER_HnE_40X_cropped_27548_55097_2406.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10078_10078_12813.tif,0
1553,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20190610_97_800-15_G-15-4175-A_Biopsy_ER_HnE_40X_cropped_27548_55097_2406.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_32089_32089_11072.tif,0
1554,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_13394_13394_4148.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15466_15466_7560.tif,0
1555,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_13394_13394_4148.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_617_58-19_05-19_Biopsy_TNBC_HnE_40X_cropped_23563_47127_9335.tif,0
1556,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_22534_22534_19461.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_656_101-19_341-19A_Biopsy_TNBC_HnE_40X_cropped_41952_83905_13629.tif,0
1557,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_22534_22534_19461.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_617_58-19_05-19_Biopsy_TNBC_HnE_40X_cropped_23563_47127_9335.tif,0
1558,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_22620_22620_14595.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_19416_19416_7331.tif,0
1559,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_22620_22620_14595.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_11815_23631_12339.tif,0
1560,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_22710_22710_1674.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_20831_30077_7827.tif,0
1561,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_22710_22710_1674.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_617_58-19_05-19_Biopsy_TNBC_HnE_40X_cropped_23563_47127_9335.tif,0
1562,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_23280_23280_18904.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_32089_32089_11072.tif,0
1563,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_23280_23280_18904.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_517_141-18_20-18-A_Biopsy_TNBC_HnE_40X_cropped_18757_19517_15954.tif,0
1564,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_23889_23889_3597.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_8674_8674_10654.tif,0
1565,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_23889_23889_3597.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_452_646-18_1852-18-A_Biopsy_ER_HnE_40X_cropped_4969_9939_14142.tif,0
1566,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_24699_24699_14785.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_33775_67550_554.tif,0
1567,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_24699_24699_14785.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_656_101-19_341-19A_Biopsy_TNBC_HnE_40X_cropped_9317_18634_19104.tif,0
1568,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_24792_24792_15742.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_58_136-12_1180-08-A-D_Biopsy_TNBC_HnE_40X_cropped_16932_47534_18963.tif,0
1569,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_24792_24792_15742.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_617_58-19_05-19_Biopsy_TNBC_HnE_40X_cropped_23563_47127_9335.tif,0
1570,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_41931_41931_18950.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6631_6631_11604.tif,0
1571,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_41931_41931_18950.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
1572,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_44314_34650_3899.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_29802_14901_4923.tif,0
1573,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_44314_34650_3899.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_656_101-19_341-19A_Biopsy_TNBC_HnE_40X_cropped_9317_18634_19104.tif,0
1574,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_48585_8442_4010.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_24701_24701_1962.tif,0
1575,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_48585_8442_4010.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_29802_14901_4923.tif,0
1576,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_100999_26977_15509.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_9609_9609_5459.tif,0
1577,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_100999_26977_15509.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_23089_46178_3788.tif,0
1578,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_103866_25733_7257.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10061_5030_4713.tif,0
1579,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_103866_25733_7257.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_461_610-18_1693-A_Biopsy_ER_HnE_40X_cropped_14104_28208_16297.tif,0
1580,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_105576_19695_1525.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_8802_17604_15848.tif,0
1581,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_105576_19695_1525.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10118_5059_19221.tif,0
1582,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_109298_24544_8595.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
1583,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_109298_24544_8595.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6568_6568_13748.tif,0
1584,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_50084_25042_9403.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_11815_23631_12339.tif,0
1585,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_50084_25042_9403.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_23089_46178_3788.tif,0
1586,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_52649_26324_868.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_11815_23631_12339.tif,0
1587,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_52649_26324_868.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_8674_8674_10654.tif,0
1588,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_54600_27300_3171.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10061_5030_4713.tif,0
1589,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_54600_27300_3171.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_24701_24701_1962.tif,0
1590,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_54675_27337_15644.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
1591,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Tumour\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_54675_27337_15644.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_517_141-18_20-18-A_Biopsy_TNBC_HnE_40X_cropped_18757_19517_15954.tif,0
