,img_1,img_2,similarity
2933,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_23829_47658_14651.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_8674_8674_10654.tif,0
2934,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_26940_53880_9134.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_33831_33831_1915.tif,0
2935,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_26940_53880_9134.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_12262_24524_18657.tif,0
2936,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_27189_54379_8694.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_15728_31456_11551.tif,0
2937,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_27189_54379_8694.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_20831_30077_7827.tif,0
2938,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_27204_54408_15969.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_20831_30077_7827.tif,0
2939,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_27204_54408_15969.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10173_5086_9921.tif,0
2940,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_27864_55728_2013.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15649_15649_9601.tif,0
2941,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_27864_55728_2013.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_29365_29365_18557.tif,0
2942,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_28226_56453_9825.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15649_15649_9601.tif,0
2943,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_28226_56453_9825.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
2944,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_28707_57415_10488.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_21655_43311_3538.tif,0
2945,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_28707_57415_10488.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10078_10078_12813.tif,0
2946,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_29958_59916_6853.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_21655_43311_3538.tif,0
2947,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_29958_59916_6853.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_452_646-18_1852-18-A_Biopsy_ER_HnE_40X_cropped_4969_9939_14142.tif,0
2948,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_32374_64748_8274.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_461_610-18_1693-A_Biopsy_ER_HnE_40X_cropped_14104_28208_16297.tif,0
2949,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_32374_64748_8274.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15466_15466_7560.tif,0
2950,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_3715_7430_12071.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_24701_24701_1962.tif,0
2951,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_3715_7430_12071.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10173_5086_9921.tif,0
2952,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_39869_28603_15664.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15649_15649_9601.tif,0
2953,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_39869_28603_15664.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_32135_32135_6422.tif,0
2954,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_41236_54248_19364.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10087_5043_2311.tif,0
2955,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_41236_54248_19364.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_617_58-19_05-19_Biopsy_TNBC_HnE_40X_cropped_23563_47127_9335.tif,0
2956,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_44257_53060_12677.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15466_15466_7560.tif,0
2957,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_44257_53060_12677.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10118_5059_19221.tif,0
2958,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_4827_9655_11989.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_452_646-18_1852-18-A_Biopsy_ER_HnE_40X_cropped_24916_49832_5724.tif,0
2959,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_4827_9655_11989.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10087_5043_2311.tif,0
2960,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_7304_14608_13241.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_21655_43311_3538.tif,0
2961,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_7304_14608_13241.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_8802_17604_15848.tif,0
2962,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_8852_17704_11746.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23996_23996_3767.tif,0
2963,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_8852_17704_11746.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10078_10078_12813.tif,0
2964,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_8858_17716_5194.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23996_23996_3767.tif,0
2965,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_307_547-14_334-14E_Biopsy_TNBC_HnE_40x_cropped_8858_17716_5194.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_656_101-19_341-19A_Biopsy_TNBC_HnE_40X_cropped_41952_83905_13629.tif,0
2966,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_10154_20309_13505.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_19416_19416_7331.tif,0
2967,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_10154_20309_13505.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23996_23996_3767.tif,0
2968,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_11535_23071_7332.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_656_101-19_341-19A_Biopsy_TNBC_HnE_40X_cropped_9317_18634_19104.tif,0
2969,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_11535_23071_7332.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15649_15649_9601.tif,0
2970,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_13000_26001_17457.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
2971,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_13000_26001_17457.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_29802_14901_4923.tif,0
2972,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_19615_39231_5679.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_452_646-18_1852-18-A_Biopsy_ER_HnE_40X_cropped_4969_9939_14142.tif,0
2973,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_19615_39231_5679.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6568_6568_13748.tif,0
2974,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_22872_45744_12769.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6568_6568_13748.tif,0
2975,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_22872_45744_12769.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10061_5030_4713.tif,0
2976,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_23767_47534_1181.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_32089_32089_11072.tif,0
2977,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_23767_47534_1181.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_452_646-18_1852-18-A_Biopsy_ER_HnE_40X_cropped_24916_49832_5724.tif,0
2978,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_25399_50799_18873.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10498_10498_3197.tif,0
2979,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_25399_50799_18873.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10173_5086_9921.tif,0
2980,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_26377_52755_16746.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_19416_19416_7331.tif,0
2981,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_26377_52755_16746.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_557_260-18_574-18_Biopsy_ER_HnE_40X_cropped_15728_31456_11551.tif,0
2982,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_28172_56344_1593.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10061_5030_4713.tif,0
2983,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_28172_56344_1593.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_29802_14901_4923.tif,0
2984,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_31595_63190_19282.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_19416_19416_7331.tif,0
2985,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_31595_63190_19282.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_33831_33831_1915.tif,0
2986,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_36510_10026_15970.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_33_312-17_G-17-2026_Biopsy_TNBC_HnE_40x_cropped_15466_15466_7560.tif,0
2987,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_36510_10026_15970.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_546_639-18_1833-18_Biopsy_ER_HnE_40X_cropped_6521_13042_16409.tif,0
2988,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_37676_18131_5173.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10498_10498_3197.tif,0
2989,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_37676_18131_5173.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_29365_29365_18557.tif,0
2990,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_40734_37045_7612.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_8674_8674_10654.tif,0
2991,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_40734_37045_7612.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_6631_6631_11604.tif,0
2992,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_40866_49365_16791.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_23996_23996_3767.tif,0
2993,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_40866_49365_16791.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_537_260-13_1314-13_Biopsy_TNBC_HnE_40X_cropped_20728_20728_18840.tif,0
2994,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_45603_35677_11959.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10061_5030_4713.tif,0
2995,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_45603_35677_11959.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10087_5043_2311.tif,0
2996,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_48731_9734_15642.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10087_5043_2311.tif,0
2997,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_48731_9734_15642.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_543_355-18_898-18_Biopsy_TNBC_HnE_40X_cropped_33831_33831_1915.tif,0
2998,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_48769_7790_5770.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_461_610-18_1693-A_Biopsy_ER_HnE_40X_cropped_14104_28208_16297.tif,0
2999,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_48769_7790_5770.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_10061_5030_4713.tif,0
3000,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_50136_33969_10508.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_12829_25659_1851.tif,0
3001,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_50136_33969_10508.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-587-660_18-1947_18-HER2-Biopsy-HnE-40X_cropped_20831_30077_7827.tif,0
3002,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_50194_26546_17180.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-302-571_15-2203_15B-HER2-Surgery-HnE-40X_cropped_29802_14901_4923.tif,0
3003,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_50194_26546_17180.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_323_256-16_G-16-2241_Biopsy_TNBC_HnE_40x_cropped_32089_32089_11072.tif,0
3004,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_53347_45765_8756.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_23089_46178_3788.tif,0
3005,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_53347_45765_8756.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20200220-296-284_12-G_12_2412_E-TNBC-Surgery-HnE-40X_cropped_10498_10498_3197.tif,0
3006,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Stroma\20190610_315_222-12_G-12-2398_Biopsy_TNBC_HnE_40x_cropped_53787_32996_13035.tif,C:/Niranjan/Ashoka/Research/TNBC/Data/224Labelledv0.1\Fat Cells\20190610_53_353-17_2575-17-A_Biopsy_ER_HnE_40X_cropped_21655_43311_3538.tif,0
